72,1,"",20,30
278,1,"",20,30
73,1,"",20,40
279,1,"",20,40
279,1,"",20,40
129,1,"",4,6
129,1,"",3,7
129,1,"",5,10
129,1,"",5,10
129,1,"",5,10
129,1,"",15,20
456,1,"",15,20
129,1,"",10,25
456,1,"",10,25
456,1,"",10,25
130,1,"",30,40
457,1,"",30,40
120,1,"",20,40
457,1,"",20,50
457,1,"",20,50
54,2,"",20,30
54,2,"",20,40
55,2,"",30,40
55,2,"",30,40
55,2,"",20,40
129,2,"",4,6
129,2,"",3,7
129,2,"",5,10
129,2,"",5,10
129,2,"",5,10
129,2,"",15,20
339,2,"",15,20
129,2,"",10,25
339,2,"",10,25
339,2,"",10,25
130,2,"",30,40
340,2,"",30,40
130,2,"",40,55
340,2,"",20,50
340,2,"",20,50
72,3,"",20,30
278,3,"",20,30
73,3,"",20,40
279,3,"",20,40
279,3,"",20,40
129,3,"",4,6
129,3,"",3,7
129,3,"",5,10
129,3,"",5,10
129,3,"",5,10
129,3,"",15,20
223,3,"",15,20
129,3,"",10,25
223,3,"",10,25
223,3,"",10,25
130,3,"",30,40
224,3,"",30,40
130,3,"",40,55
224,3,"",20,50
224,3,"",20,50
73,4,"",35,45
279,4,"",35,45
458,4,"",30,40
458,4,"",30,40
458,4,"",35,45
129,4,"",4,6
129,4,"",3,7
129,4,"",5,10
129,4,"",5,10
129,4,"",5,10
129,4,"",15,20
223,4,"",15,20
129,4,"",10,25
223,4,"",10,25
223,4,"",10,25
130,4,"",30,40
224,4,"",30,40
120,4,"",20,40
224,4,"",20,50
224,4,"",20,50
279,5,"",35,40
73,5,"",35,40
279,5,"",40,45
73,5,"",40,45
73,5,"",40,45
129,5,"",4,6
129,5,"",3,7
129,5,"",5,10
129,5,"",5,10
129,5,"",5,10
129,5,"",15,20
223,5,"",15,20
129,5,"",10,25
223,5,"",10,25
223,5,"",10,25
130,5,"",30,40
224,5,"",30,40
370,5,"",20,30
224,5,"",20,50
224,5,"",20,50
74,6,1f,6,6
74,6,1f,6,6
41,6,1f,7,7
41,6,1f,7,7
74,6,1f,7,7
74,6,1f,7,7
95,6,1f,8,8
95,6,1f,8,8
74,6,1f,9,9
74,6,1f,9,9
74,6,1f,5,5
74,6,1f,5,5
74,6,b1f,7,7
74,6,b1f,7,7
41,6,b1f,8,8
41,6,b1f,8,8
74,6,b1f,8,8
74,6,b1f,8,8
95,6,b1f,9,9
95,6,b1f,9,9
74,6,b1f,10,10
74,6,b1f,10,10
74,6,b1f,6,6
74,6,b1f,6,6
418,7,"",7,7
309,7,"",7,7
417,7,"",7,7
309,7,"",7,7
418,7,"",8,8
422,7,"",8,8
399,7,"",8,8
179,7,"",8,8
422,7,"",7,7
179,7,"",7,7
422,7,"",9,9
417,7,"",8,8
418,7,"",9,9
418,7,"",9,9
418,7,"",9,9
418,7,"",9,9
239,7,"",9,9
418,7,"",9,9
422,7,"",9,9
422,7,"",9,9
422,7,"",9,9
422,7,"",9,9
239,7,"",9,9
422,7,"",9,9
418,7,"",9,9
179,7,"",9,9
422,7,"",9,9
179,7,"",9,9
72,7,"",20,30
278,7,"",20,30
73,7,"",20,40
279,7,"",20,40
279,7,"",20,40
129,7,"",4,6
129,7,"",3,7
129,7,"",5,10
129,7,"",5,10
129,7,"",5,10
129,7,"",15,20
456,7,"",15,20
129,7,"",10,25
456,7,"",10,25
456,7,"",10,25
130,7,"",30,40
457,7,"",30,40
90,7,"",20,40
457,7,"",30,50
457,7,"",30,50
265,8,"",10,10
287,8,"",10,10
266,8,"",10,10
287,8,"",10,10
265,8,"",11,11
265,8,"",11,11
198,8,"",11,11
406,8,"",10,10
406,8,"",10,10
198,8,"",10,10
427,8,"",10,10
290,8,"",10,10
406,8,"",11,11
290,8,"",11,11
427,8,"",11,11
406,8,"",12,12
406,8,"",12,12
273,8,"",12,12
406,8,"",12,12
204,8,"",12,12
11,8,"",12,12
14,8,"",12,12
427,8,"",12,12
273,8,"",12,12
427,8,"",12,12
204,8,"",12,12
11,8,"",12,12
14,8,"",12,12
267,8,"",12,12
290,8,"",12,12
267,8,"",12,12
290,8,"",12,12
419,9,"",29,29
81,9,"",29,29
422,9,"",28,28
81,9,"",28,28
403,9,"",28,28
278,9,"",29,29
404,9,"",29,29
304,9,"",29,29
423,9,"",29,29
304,9,"",29,29
417,9,"",29,29
417,9,"",29,29
419,9,"",30,30
423,9,"",30,30
419,9,"",30,30
304,9,"",30,30
423,9,"",30,30
304,9,"",30,30
72,9,"",20,30
278,9,"",20,30
73,9,"",20,40
279,9,"",20,40
279,9,"",20,40
129,9,"",4,6
129,9,"",3,7
129,9,"",5,10
129,9,"",5,10
129,9,"",5,10
129,9,"",15,20
456,9,"",15,20
129,9,"",10,25
456,9,"",10,25
456,9,"",10,25
130,9,"",30,40
457,9,"",30,40
90,9,"",20,40
457,9,"",20,50
457,9,"",20,50
66,10,1f-route-207,15,15
74,10,1f-route-207,15,15
173,10,1f-route-207,14,14
74,10,1f-route-207,14,14
74,10,1f-route-207,14,14
173,10,1f-route-207,14,14
41,10,1f-route-207,14,14
41,10,1f-route-207,14,14
307,10,1f-route-207,15,15
41,10,1f-route-207,15,15
433,10,1f-route-207,15,15
433,10,1f-route-207,15,15
66,10,1f-route-207,16,16
173,10,1f-route-207,14,14
66,10,1f-route-207,16,16
173,10,1f-route-207,14,14
41,10,1f-route-207,20,30
41,10,1f-route-207,20,40
42,10,1f-route-207,30,40
42,10,1f-route-207,30,40
42,10,1f-route-207,20,40
129,10,1f-route-207,4,6
129,10,1f-route-207,3,7
129,10,1f-route-207,5,10
129,10,1f-route-207,5,10
129,10,1f-route-207,5,10
129,10,1f-route-207,15,20
339,10,1f-route-207,15,20
129,10,1f-route-207,10,25
339,10,1f-route-207,10,25
339,10,1f-route-207,10,25
130,10,1f-route-207,30,40
340,10,1f-route-207,30,40
130,10,1f-route-207,40,55
340,10,1f-route-207,20,50
340,10,1f-route-207,20,50
437,10,2f,38,38
75,10,2f,36,36
67,10,2f,37,37
35,10,2f,36,36
308,10,2f,37,37
42,10,2f,37,37
433,10,2f,37,37
433,10,2f,38,38
436,10,2f,36,36
338,10,2f,36,36
337,10,2f,36,36
436,10,2f,36,36
436,10,2f,36,36
436,10,2f,36,36
35,10,2f,37,37
338,10,2f,37,37
337,10,2f,37,37
35,10,2f,37,37
35,10,2f,37,37
35,10,2f,37,37
436,10,2f,36,36
35,10,2f,38,38
437,10,3f,38,38
75,10,3f,36,36
67,10,3f,37,37
35,10,3f,36,36
308,10,3f,37,37
42,10,3f,37,37
433,10,3f,37,37
433,10,3f,38,38
436,10,3f,36,36
338,10,3f,36,36
337,10,3f,36,36
436,10,3f,36,36
436,10,3f,36,36
436,10,3f,36,36
35,10,3f,37,37
338,10,3f,37,37
337,10,3f,37,37
35,10,3f,37,37
35,10,3f,37,37
35,10,3f,37,37
436,10,3f,36,36
35,10,3f,38,38
459,10,exterior-snowfall,38,38
460,10,exterior-snowfall,40,40
308,10,exterior-snowfall,39,39
308,10,exterior-snowfall,39,39
42,10,exterior-snowfall,39,39
67,10,exterior-snowfall,39,39
67,10,exterior-snowfall,39,39
164,10,exterior-snowfall,39,39
308,10,exterior-snowfall,40,40
294,10,exterior-snowfall,40,40
67,10,exterior-snowfall,40,40
294,10,exterior-snowfall,40,40
433,10,exterior-snowfall,39,39
433,10,exterior-snowfall,40,40
437,10,exterior-snowfall,39,39
338,10,exterior-snowfall,39,39
337,10,exterior-snowfall,39,39
437,10,exterior-snowfall,39,39
437,10,exterior-snowfall,39,39
437,10,exterior-snowfall,39,39
35,10,exterior-snowfall,38,38
338,10,exterior-snowfall,38,38
337,10,exterior-snowfall,38,38
35,10,exterior-snowfall,38,38
35,10,exterior-snowfall,38,38
35,10,exterior-snowfall,38,38
437,10,exterior-snowfall,40,40
294,10,exterior-snowfall,40,40
35,10,exterior-snowfall,39,39
294,10,exterior-snowfall,39,39
459,10,exterior-blizzard,38,38
460,10,exterior-blizzard,40,40
308,10,exterior-blizzard,39,39
308,10,exterior-blizzard,39,39
42,10,exterior-blizzard,39,39
67,10,exterior-blizzard,39,39
67,10,exterior-blizzard,39,39
164,10,exterior-blizzard,39,39
308,10,exterior-blizzard,40,40
294,10,exterior-blizzard,40,40
67,10,exterior-blizzard,40,40
294,10,exterior-blizzard,40,40
433,10,exterior-blizzard,39,39
433,10,exterior-blizzard,40,40
437,10,exterior-blizzard,39,39
338,10,exterior-blizzard,39,39
337,10,exterior-blizzard,39,39
437,10,exterior-blizzard,39,39
437,10,exterior-blizzard,39,39
437,10,exterior-blizzard,39,39
35,10,exterior-blizzard,38,38
338,10,exterior-blizzard,38,38
337,10,exterior-blizzard,38,38
35,10,exterior-blizzard,38,38
35,10,exterior-blizzard,38,38
35,10,exterior-blizzard,38,38
437,10,exterior-blizzard,40,40
294,10,exterior-blizzard,40,40
35,10,exterior-blizzard,39,39
294,10,exterior-blizzard,39,39
437,10,4f,40,40
75,10,4f,38,38
67,10,4f,39,39
35,10,4f,38,38
308,10,4f,39,39
42,10,4f,39,39
433,10,4f,39,39
433,10,4f,40,40
437,10,4f,38,38
338,10,4f,38,38
337,10,4f,38,38
437,10,4f,38,38
437,10,4f,38,38
437,10,4f,38,38
35,10,4f,39,39
338,10,4f,39,39
337,10,4f,39,39
35,10,4f,39,39
35,10,4f,39,39
35,10,4f,39,39
437,10,4f,39,39
35,10,4f,40,40
41,10,4f,20,30
41,10,4f,20,40
42,10,4f,30,40
42,10,4f,30,40
42,10,4f,20,40
129,10,4f,4,6
129,10,4f,3,7
129,10,4f,5,10
129,10,4f,5,10
129,10,4f,5,10
129,10,4f,15,20
339,10,4f,15,20
129,10,4f,10,25
339,10,4f,10,25
339,10,4f,10,25
130,10,4f,30,40
147,10,4f,15,20
130,10,4f,40,55
148,10,4f,15,35
148,10,4f,15,40
437,10,4f-small-room,40,40
75,10,4f-small-room,38,38
67,10,4f-small-room,39,39
35,10,4f-small-room,38,38
308,10,4f-small-room,39,39
42,10,4f-small-room,39,39
433,10,4f-small-room,40,40
358,10,4f-small-room,40,40
437,10,4f-small-room,38,38
338,10,4f-small-room,38,38
337,10,4f-small-room,38,38
437,10,4f-small-room,38,38
437,10,4f-small-room,38,38
437,10,4f-small-room,38,38
35,10,4f-small-room,39,39
338,10,4f-small-room,39,39
337,10,4f-small-room,39,39
35,10,4f-small-room,39,39
35,10,4f-small-room,39,39
35,10,4f-small-room,39,39
437,10,4f-small-room,39,39
35,10,4f-small-room,40,40
437,10,5f,42,42
75,10,5f,40,40
67,10,5f,41,41
35,10,5f,40,40
308,10,5f,41,41
42,10,5f,41,41
358,10,5f,41,41
358,10,5f,42,42
437,10,5f,40,40
338,10,5f,40,40
337,10,5f,40,40
437,10,5f,40,40
437,10,5f,40,40
437,10,5f,40,40
35,10,5f,41,41
338,10,5f,41,41
337,10,5f,41,41
35,10,5f,41,41
35,10,5f,41,41
35,10,5f,41,41
437,10,5f,41,41
35,10,5f,42,42
437,10,6f,42,42
75,10,6f,40,40
67,10,6f,41,41
35,10,6f,40,40
308,10,6f,41,41
42,10,6f,41,41
358,10,6f,41,41
358,10,6f,42,42
437,10,6f,40,40
338,10,6f,40,40
337,10,6f,40,40
437,10,6f,40,40
437,10,6f,40,40
437,10,6f,40,40
35,10,6f,41,41
338,10,6f,41,41
337,10,6f,41,41
35,10,6f,41,41
35,10,6f,41,41
35,10,6f,41,41
437,10,6f,41,41
35,10,6f,42,42
75,10,1f-from-exterior,40,40
75,10,1f-from-exterior,39,39
67,10,1f-from-exterior,40,40
35,10,1f-from-exterior,38,38
308,10,1f-from-exterior,40,40
42,10,1f-from-exterior,39,39
433,10,1f-from-exterior,38,38
433,10,1f-from-exterior,40,40
437,10,1f-from-exterior,40,40
338,10,1f-from-exterior,40,40
337,10,1f-from-exterior,40,40
437,10,1f-from-exterior,40,40
437,10,1f-from-exterior,40,40
437,10,1f-from-exterior,40,40
35,10,1f-from-exterior,39,39
338,10,1f-from-exterior,39,39
337,10,1f-from-exterior,39,39
35,10,1f-from-exterior,39,39
35,10,1f-from-exterior,39,39
35,10,1f-from-exterior,39,39
437,10,1f-from-exterior,39,39
35,10,1f-from-exterior,40,40
307,10,1f-route-216,31,31
75,10,1f-route-216,31,31
35,10,1f-route-216,30,30
42,10,1f-route-216,32,32
67,10,1f-route-216,31,31
42,10,1f-route-216,31,31
433,10,1f-route-216,30,30
433,10,1f-route-216,30,30
307,10,1f-route-216,32,32
35,10,1f-route-216,31,31
307,10,1f-route-216,32,32
35,10,1f-route-216,32,32
307,10,1f-route-211,13,13
74,10,1f-route-211,13,13
173,10,1f-route-211,12,12
74,10,1f-route-211,12,12
74,10,1f-route-211,12,12
173,10,1f-route-211,12,12
41,10,1f-route-211,12,12
41,10,1f-route-211,12,12
66,10,1f-route-211,13,13
41,10,1f-route-211,13,13
433,10,1f-route-211,13,13
433,10,1f-route-211,13,13
307,10,1f-route-211,14,14
307,10,1f-route-211,14,14
173,10,1f-route-211,14,14
307,10,1f-route-211,14,14
307,10,1f-route-211,14,14
307,10,1f-route-211,14,14
173,10,1f-route-211,12,12
307,10,1f-route-211,14,14
173,10,1f-route-211,12,12
307,10,b1f,31,31
75,10,b1f,31,31
35,10,b1f,30,30
42,10,b1f,32,32
67,10,b1f,31,31
42,10,b1f,31,31
433,10,b1f,30,30
433,10,b1f,30,30
307,10,b1f,32,32
35,10,b1f,31,31
307,10,b1f,32,32
35,10,b1f,32,32
41,10,b1f,20,30
41,10,b1f,20,40
42,10,b1f,30,40
42,10,b1f,30,40
42,10,b1f,20,40
129,10,b1f,4,6
129,10,b1f,3,7
129,10,b1f,5,10
129,10,b1f,5,10
129,10,b1f,5,10
129,10,b1f,15,20
339,10,b1f,15,20
129,10,b1f,10,25
339,10,b1f,10,25
339,10,b1f,10,25
130,10,b1f,30,40
340,10,b1f,30,40
130,10,b1f,40,55
340,10,b1f,20,50
340,10,b1f,20,50
194,11,area-1,24,24
400,11,area-1,25,25
406,11,area-1,24,24
406,11,area-1,24,24
163,11,area-1,24,24
396,11,area-1,26,26
396,11,area-1,26,26
164,11,area-1,26,26
183,11,area-1,25,25
195,11,area-1,25,25
183,11,area-1,26,26
195,11,area-1,26,26
54,11,area-1,26,26
54,11,area-1,26,26
54,11,area-1,26,26
54,11,area-1,26,26
24,11,area-1,26,26
54,11,area-1,26,26
54,11,area-1,24,24
54,11,area-1,24,24
54,11,area-1,24,24
54,11,area-1,24,24
24,11,area-1,24,24
54,11,area-1,24,24
399,11,area-1,26,26
298,11,area-1,24,24
194,11,area-1,20,30
183,11,area-1,20,30
195,11,area-1,20,40
54,11,area-1,20,40
54,11,area-1,20,40
129,11,area-1,4,6
129,11,area-1,3,7
129,11,area-1,5,10
129,11,area-1,5,10
129,11,area-1,5,10
129,11,area-1,15,20
339,11,area-1,15,20
129,11,area-1,10,25
130,11,area-1,15,30
130,11,area-1,15,30
340,11,area-1,30,55
318,11,area-1,15,20
130,11,area-1,40,55
318,11,area-1,15,30
318,11,area-1,15,30
194,11,area-2,24,24
400,11,area-2,25,25
406,11,area-2,24,24
406,11,area-2,24,24
163,11,area-2,24,24
396,11,area-2,26,26
396,11,area-2,26,26
164,11,area-2,26,26
183,11,area-2,25,25
195,11,area-2,25,25
183,11,area-2,26,26
195,11,area-2,26,26
54,11,area-2,26,26
54,11,area-2,26,26
54,11,area-2,26,26
54,11,area-2,26,26
24,11,area-2,26,26
54,11,area-2,26,26
54,11,area-2,24,24
54,11,area-2,24,24
54,11,area-2,24,24
54,11,area-2,24,24
24,11,area-2,24,24
54,11,area-2,24,24
399,11,area-2,26,26
298,11,area-2,24,24
194,11,area-2,20,30
183,11,area-2,20,30
195,11,area-2,20,40
54,11,area-2,20,40
54,11,area-2,20,40
129,11,area-2,4,6
129,11,area-2,3,7
129,11,area-2,5,10
129,11,area-2,5,10
129,11,area-2,5,10
129,11,area-2,15,20
339,11,area-2,15,20
129,11,area-2,10,25
130,11,area-2,15,30
